"pl_name","hostname","discoverymethod","default_flag","pl_bmasse","pl_rade","pl_eqt","pl_orbeccen","st_met","st_teff","st_rad","st_mass","pl_insol","density_gcc","v_esc_kms","can_hold_water","WRI_temp_only"
"WASP-102 b","WASP-102","Transit",1,197.68926915,14.90794433,1671,0,-0.2,5990,1.375,1.08,1293,0.329000509604763,40.7850209221978,0,0.393931674012177
"WASP-103 b","WASP-103","Transit",1,473.547,17.127,2508,NA,0.06,6110,1.436,1.22,NA,0.519739779954091,58.8923546330647,0,0.607163783659848
"WASP-104 b","WASP-104","Transit",1,404.263,12.745,1516,0,0.32,5475,0.963,1.076,NA,1.07674096656119,63.0783173900097,0,0.354444246299646
"WASP-105 b","WASP-105","Transit",1,572.094,10.76064,900,0,0.28,5070,0.9,0.89,NA,2.53174434245079,81.6643797818206,0,0.197513565842101
"WASP-113 b","WASP-113","Transit",1,150.96925,15.793481,1496,0,0.1,5890,1.608,1.318,NA,0.211310789419985,34.6276756000515,0,0.349349094336739
"WASP-114 b","WASP-114","Transit",1,562.24127,15.008851,2043,0.012,0.14,5940,1.43,1.289,NA,0.916953144240652,68.5497160204053,0,0.488701500522253
"WASP-116 b","WASP-116","Transit",1,203.41018048,13.67495645,1414,0,0,6250,1.426,1.25,663,0.438592894082987,43.1957868301584,0,0.328458971288819
"WASP-118 b","WASP-118","Transit",1,163.36462,16.14096,1729,0,0.16,6410,1.696,1.32,NA,0.214208492513532,35.6313556021514,0,0.408707614704609
"WASP-119 b","WASP-119","Transit",1,390.9309,15.6926,1600,0.058,0.14,5650,1.2,1.02,NA,0.55780454242629,55.9011278118917,0,0.375843884543856
"WASP-120 b","WASP-120","Transit",1,1541.4755,16.510857,1880,0.057,-0.05,6450,1.87,1.393,NA,1.88840238494314,108.218504477206,0,0.447176012024559
"WASP-123 b","WASP-123","Transit",1,285.72917,14.773462,1520,0,0.18,5740,1.285,1.166,NA,0.488623672037631,49.2554365735635,0,0.355463276692227
"WASP-124 b","WASP-124","Transit",1,190.698,13.89916,1400,0.017,-0.02,6050,1.02,1.07,NA,0.391604106274152,41.485546414732,0,0.324892364914784
"WASP-129 b","WASP-129","Transit",1,317.83,10.42437,1100,0.096,0.15,5900,0.9,1,NA,1.5470779507127,61.843001244709,0,0.248465085471174
"WASP-130 b","WASP-130","Transit",1,390.9309,9.97601,833,0,0.26,5625,0.96,1.04,NA,2.17118151921253,70.1115525823198,0,0.180444806766362
"WASP-132 b","WASP-132","Transit",1,136.0305582,10.09929161,682,0.0163,0.15,4686,0.758,0.789,58.5,0.728166181498685,41.1046359916334,0,0.141976409446412
"WASP-132 c","WASP-132","Transit",1,6.26,1.841,1329,0,0.15,4686,0.758,0.789,791,5.53196889452704,20.6527693573835,0,0.306804575446463
"WASP-133 b","WASP-133","Transit",1,368.6828,13.56289,1790,0.17,0.29,5700,1.44,1.16,NA,0.814822326678924,58.394015592748,0,0.424247828191476
"WASP-136 b","WASP-136","Transit",1,479.9233,15.46842,1742,NA,-0.18,6260,2.21,1.41,NA,0.714991255412384,62.3851124844761,0,0.412019463480498
"WASP-138 b","WASP-138","Transit",1,387.7526,12.21781,1590,NA,-0.09,6272,1.36,1.22,NA,1.17230705615529,63.0955453481491,0,0.373296308562403
"WASP-139 b","WASP-139","Transit",1,37.18611,8.9672,910,0,0.2,5310,0.8,0.92,NA,0.284365524544073,22.8076200459771,0,0.200061141823555
"WASP-140 b","WASP-140","Transit",1,775.5052,16.14096,1320,0.047,0.12,5260,0.87,0.9,NA,1.01686521737941,77.6328802461961,0,0.304511757063154
"WASP-141 b","WASP-141","Transit",1,854.9627,13.56289,1540,0,0.29,5900,1.37,1.25,NA,1.88954487824681,88.9232827209733,0,0.360558428655135
"WASP-142 b","WASP-142","Transit",1,266.9772,17.14977,2000,0,0.26,6010,1.64,1.33,NA,0.291854259319062,44.1901992392196,0,0.477746923802002
"WASP-144 b","WASP-144","Transit",1,139.8452,9.52765,1260,0,0.18,5200,0.81,0.81,NA,0.891573068754117,42.9090507903348,0,0.289226301174432
"WASP-145 A b","WASP-145 A","Transit",1,282.8687,10.0881,1200,0,-0.04,4900,0.68,0.76,NA,1.51922997460804,59.3069760352792,0,0.273940845285711
"WASP-147 b","WASP-147","Transit",1,87.40325,12.498035,1404,0,0.092,5702,1.429,1.044,NA,0.246870464306056,29.6183557549711,0,0.325911395307365
"WASP-149 b","WASP-149","Transit",1,314.96795134,15.24421375,1855,0,0,5750,1.08,1.05,1966,0.490250492166337,50.9094834652256,0,0.440807072070925
"WASP-150 b","WASP-150","Transit",1,2688.8418,11.99363,1460,0.3775,0.156,6218,1.651,1.394,NA,8.59369769391276,167.697012089684,0,0.340177820803505
"WASP-153 b","WASP-153","Transit",1,123.9537,17.37395,1700,0.009,0.34,5914,1.73,1.336,1400,0.130325846568038,29.9156529577915,0,0.401319644358393
"WASP-154 b","WASP-154","Transit",1,198.96058278,10.76062147,994,0,0.2,4774,0.823,0.8,162,0.880484556841449,48.1595996168251,0,0.221460780067766
"WASP-155 b","WASP-155","Transit",1,276.8285425,13.45077684,1468,0,0,5660,1.24,1.09,771,0.627242570098755,50.8100675210904,0,0.342215881588668
"WASP-156 b","WASP-156","Transit",1,41.8,6.02802815,934.5,0,0.305,4987,0.8268,0.8712,NA,1.05224586633025,29.4929712649804,0,0.206302702978116
"WASP-158 b","WASP-158","Transit",1,886.7457,11.99363,1590,0,0.24,6350,1.39,1.38,NA,2.83409179267336,96.303538510034,0,0.373296308562403
"WASP-159 b","WASP-159","Transit",1,174.8065,15.46842,1850,0,0.22,6120,2.11,1.41,NA,0.260427278461464,37.6507674990627,0,0.439533284080198
"WASP-160 B b","WASP-160 B","Transit",1,88.35674,12.21781,1119,0,0.27,5298,0.868,0.87,NA,0.267132263615713,30.1190438679384,0,0.253305479835936
"WASP-161 b","WASP-161","Transit",1,791.3967,12.811887,1557,NA,0.16,6400,1.712,1.39,990,2.07501718621936,88.0255181952481,0,0.364889307823606
"WASP-162 b","WASP-162","Transit",1,1652.716,11.209,910,0.434,0.28,5300,1.11,0.95,NA,6.47089549184735,135.998370207444,0,0.200061141823555
"WASP-163 b","WASP-163","Transit",1,594.3421,13.473218,1638,NA,-0.34,5500,1.015,0.97,1200,1.33995201370349,74.3876093130719,0,0.38552467327338
"WASP-164 b","WASP-164","Transit",1,676.9779,12.643752,1610,0,-0.01,5806,0.932,0.946,NA,1.84677227783446,81.9534581363416,0,0.37839146052531
"WASP-165 b","WASP-165","Transit",1,209.13214,14.12334,1624,0,0.33,5599,1.75,1.248,NA,0.409331625811613,43.0982569713387,0,0.381958066899345
"WASP-166 b","WASP-166","Transit",1,32.10083,7.06167,1270,0,0.19,6050,1.22,1.19,440,0.502644306467755,23.87934687434,0,0.291773877155886
"WASP-167 b","WASP-167","Transit",1,2542.64,17.71022,2329,NA,0.1,7000,1.79,1.59,NA,2.52394431110199,134.19875354071,0,0.561562173591827
"WASP-168 b","WASP-168","Transit",1,133.4886,16.8135,1340,0,-0.01,6000,1.12,1.08,NA,0.154859037411731,31.5581145109936,0,0.309606909026062
"WASP-169 b","WASP-169","Transit",1,178.30263,14.616536,1604,0,0.06,6110,2.011,1.337,NA,0.314840888435713,39.1178220723572,0,0.376862914936438
"WASP-170 b","WASP-170","Transit",1,508.528,12.285064,1422,NA,0.22,5600,0.938,0.93,680,1.51233973320832,72.0587536712343,0,0.330497032073982
"WASP-171 b","WASP-171","Transit",1,344.52772,10.98482,1642,0,0.04,5965,1.637,1.171,NA,1.43321748320676,62.7239839897303,0,0.386543703665962
"WASP-172 b","WASP-172","Transit",1,149.3801,17.59813,1740,0,-0.1,6900,1.91,1.49,NA,0.151133222604518,32.6310564680862,0,0.411509948284208
"WASP-173 A b","WASP-173 A","Transit",1,1172.7927,13.4508,1880,0,0.16,5800,1.11,1.05,NA,2.65731886183635,104.581433903179,0,0.447176012024559
"WASP-174 b","WASP-174","Transit",1,104.88337431,16.10730527,1528,0,0.06,6399,1.347,1.24,901.9,0.138390011024704,28.5798472550732,0,0.35750133747739
"WASP-175 b","WASP-175","Transit",1,314.6517,13.540472,1571,0,0.15,6229,1.204,1.212,NA,0.698868448335522,53.9903524040575,0,0.368455914197641
"WASP-176 b","WASP-176","Transit",1,271.74465,16.869545,1721,0,0.164,5941,1.925,1.345,NA,0.312117167589647,44.9517743940642,0,0.406669553919446
"WASP-177 b","WASP-177","Transit",1,161.45764,17.71022,1142,NA,0.25,5017,0.885,0.876,NA,0.160270463754976,33.8170208060142,0,0.25916490459328
"WASP-178 b","WASP-178","Transit",1,527.5978,20.28829,2470,0,0.21,9360,1.67,2.07,NA,0.34836410991211,57.1145538457047,0,0.597482994930324
"WASP-18 b","WASP-18","Transit",1,3241.8497514,13.89913607,2429,0.0051,0.107,6432,1.319,1.294,5805,6.65727082481569,171.04900839112,0,0.587037933406364
"WASP-180 A b","WASP-180 A","Transit",1,286.047,13.89916,1540,0,0.1,6600,1.19,1.3,NA,0.587406159411228,50.8092102083208,0,0.360558428655135
"WASP-181 b","WASP-181","Transit",1,95.03117,13.271456,1186,NA,0.09,5839,0.965,1.04,NA,0.224169809801824,29.9703472568062,0,0.270374238911676
"WASP-182 b","WASP-182","Transit",1,47.03884,9.52765,1479,0,0.27,5638,1.34,1.076,NA,0.299892759490021,24.8859043107317,0,0.345018215168267
"WASP-183 b","WASP-183","Transit",1,159.55066,16.47723,1111,NA,-0.31,5313,0.871,0.784,NA,0.196658514847558,34.8518008106617,0,0.251267419050773
"WASP-184 b","WASP-184","Transit",1,181.1631,14.90797,1480,0,0.12,6000,1.65,1.23,NA,0.301495597554916,39.0430412315125,0,0.345272972766413
"WASP-185 b","WASP-185","Transit",1,311.4734,14.01125,1160,0.24,-0.02,5900,1.5,1.12,NA,0.624391638844102,52.8068258482665,0,0.263750541359896
"WASP-188 b","WASP-188","Transit",1,458.6263913,14.81827249,1666,0,0,6850,1.83,1.5,1278,0.777200504825967,62.3087093504183,0,0.392657886021451
"WASP-189 b","WASP-189","Transit",1,632.47852993,18.14733975,3353,0,0.29,8000,2.36,2.03,NA,0.583544041876868,66.1202415443001,0,0.822433954092681
"WASP-19 b","WASP-19","Transit",1,366.77398168,15.86070769,2113,0.0126,0.04,5616,1.006,0.965,3320,0.506871179448353,53.8587168053778,0,0.506534532392429
"WASP-190 b","WASP-190","Transit",1,317.83,12.89035,1500,0,-0.02,6400,1.6,1.35,NA,0.818215158511656,55.61386929571,0,0.35036812472932
"WASP-192 b","WASP-192","Transit",1,731.009,13.78707,1620,0,0.14,5910,1.32,1.09,NA,1.53806094264837,81.5536483684737,0,0.380939036506764
"WASP-193 b","WASP-193","Transit",1,44.17814857,16.40994774,1254,0.056,-0.06,6078,1.239,1.059,413,0.0551255174636459,18.3767276669809,0,0.28769775558556
"WASP-194 b","WASP-194","Transit",1,373.13054982,15.47960235,1693,0,0,6405,1.409,1.29,1365,0.55468723256535,54.9880763086136,0,0.399536341171375
"WASP-195 b","WASP-195","Transit",1,33.05415433,10.31226224,1522,0,0,6300,1.578,1.3,890,0.16619997976631,20.0518327535214,0,0.355972791888518
"WASP-197 b","WASP-197","Transit",1,403.32424848,14.44837612,1665,0,0,6050,2.112,1.36,1276,0.737333521968936,59.1746461948151,0,0.392403128423305
"WASP-2 b","WASP-2","Transit",1,295.89973,12.116929,1311,NA,0.12,5180,0.866,0.895,492,0.917135789485893,55.3469923497697,0,0.302218938679846
"WASP-20 b","WASP-20","Transit",1,98.841,16.388,1379,0,-0.008,5940,1.392,1.2,NA,0.123830043802825,27.5057575351707,0,0.319542455353731
"WASP-33 b","WASP-33","Transit",1,665.21819,17.855937,2781.7,NA,NA,7430,1.444,1.495,NA,0.644292303008023,68.3610552898291,0,0.676890938272234
"WASP-36 b","WASP-36","Transit",1,750.39663,14.874343,1733,NA,-0.26,5959,0.985,1.081,NA,1.25731547439203,79.550802321053,0,0.40972664509719
"WASP-39 b","WASP-39","Transit",1,89.31023,14.336311,1166,NA,0.01,5485,0.939,0.913,NA,0.167130506232174,27.9543835571312,0,0.265279086948768
"WASP-42 b","WASP-42","Transit",1,167.49641,12.576498,1021,NA,0.29,5315,0.892,0.951,NA,0.464294016297598,40.8734137175539,0,0.22833923521769
"WASP-44 b","WASP-44","Transit",1,276.5121,12.3299,1337,NA,-0.003,5420,0.906,0.935,533,0.813396387607235,53.0389985959674,0,0.308842636231626
"WASP-45 b","WASP-45","Transit",1,306.38812,10.603714,1153,NA,-0.03,5150,0.855,0.85,294,1.4169830879732,60.2039492234248,0,0.261967238172878
"WASP-46 b","WASP-46","Transit",1,607.0553,13.159366,1636,NA,-0.3,5600,0.858,0.828,NA,1.46889285618484,76.0702191137791,0,0.38501515807709
"WASP-5 b","WASP-5","Transit",1,502.15,12.184,1706,0.038,0.09,5700,1.029,0.96,NA,1.53084266566367,71.9018079983668,0,0.402848189947265
"WASP-50 b","WASP-50","Transit",1,466.828704,13.069694,1394.84,NA,NA,5400,0.843,0.892,NA,1.1529966746806,66.9366677961158,0,0.323577815708353
"WASP-52 b","WASP-52","Transit",1,146.2,14.24,1315,0,0.03,5000,0.79,0.87,NA,0.279179912299335,35.8869636122,0,0.303237969072428
"WASP-53 b","WASP-53","Transit",1,677.61356,12.038466,1053,0.03,0.22,4953,0.798,0.839,NA,2.14158540492729,84.0278964420065,0,0.236491478358342
"WASP-57 b","WASP-57","Transit",1,204.68252,11.76945,1338,NA,-0.25,5600,0.927,0.886,NA,0.692275580266244,46.7068217758866,0,0.309097393829771
"WASP-59 b","WASP-59","Transit",1,274.276,8.687,670,0.1,-0.15,4650,0.613,0.719,NA,2.30698677227506,62.9327943088222,0,0.138919318268667
"WASP-64 b","WASP-64","Transit",1,403.945,14.247,1689,0,-0.08,5400,1.058,1.004,NA,0.77022697717203,59.6372252733963,0,0.398517310778794
"WASP-65 b","WASP-65","Transit",1,492.62,12.464,1480,0,-0.07,5600,1.01,0.93,NA,1.40283463792757,70.4117798523578,0,0.345272972766413
"WASP-69 b","WASP-69","Transit",1,82.58,11.21,971,0,0.35,4792,0.801,0.83,NA,0.323239780010764,30.3985351072004,0,0.215601355310422
"WASP-7 b","WASP-7","Transit",1,305.1168,14.90797,1487,NA,0,6400,1.432,1.276,NA,0.507782059039859,50.6689410707433,0,0.34705627595343
"WASP-70 A b","WASP-70 A","Transit",1,187.512,13.047,1387,0,-0.006,5763,1.215,1.106,NA,0.465547330432652,42.459729639588,0,0.321580516138894
"WASP-75 b","WASP-75","Transit",1,340.06,14.235,1710,0,0.07,6100,1.26,1.14,NA,0.650054692737575,54.7415464617784,0,0.403867220339847
"WASP-76 b","WASP-76","Transit",1,284.13859586,20.78145022,2228,0,0.366,6329,1.756,1.458,4104,0.174569930100599,41.4138124161871,0,0.535831656179146
"WASP-79 b","WASP-79","Transit",1,270.15414595,17.14974047,1716.2,0,0.03,6600,1.51,1.39,NA,0.295328760133526,44.4523847874927,0,0.405446717448348
"WASP-80 b","WASP-80","Transit",1,170.99254,11.197791,825,0.002,-0.13,4143,0.586,0.577,NA,0.671501292856553,43.7663597416392,0,0.178406745981199
"WASP-81 b","WASP-81","Transit",1,231.69807,16.017661,1623,0.066,-0.36,5870,1.283,1.08,NA,0.31087935637382,42.59706550916,0,0.3817033093012
"WASP-83 b","WASP-83","Transit",1,95.349,11.65736,1120,0,0.29,5510,1.05,1.11,NA,0.331880915168789,32.031405082535,0,0.253560237434081
"WASP-84 b","WASP-84","Transit",1,220,10.72,732,NA,NA,NA,0.768,0.853,NA,0.984702604293081,50.7378395106547,0,0.15471428935368
"WASP-84 c","WASP-84","Transit",1,15.2,1.95,1329,NA,NA,NA,0.768,0.853,NA,11.3033328275932,31.2696133322547,0,0.306804575446463
"WASP-89 b","WASP-89","Transit",1,1875.197,11.65736,1120,0.193,0.15,5130,0.88,0.92,NA,6.52699133165284,142.050042569659,0,0.253560237434081
"WASP-90 b","WASP-90","Transit",1,200.2329,18.27067,1840,0,0.11,6430,1.98,1.55,NA,0.181025092644962,37.0773344589784,0,0.436985708098744
"WASP-91 b","WASP-91","Transit",1,425.8922,11.54527,1160,0,0.19,4920,0.86,0.84,NA,1.52599870976913,68.0245721440331,0,0.263750541359896
"WASP-92 b","WASP-92","Transit",1,255.85315,16.376349,1871,0,0,6280,1.341,1.19,NA,0.321222734430052,44.2695252152802,0,0.44488319364125
"WASP-93 b","WASP-93","Transit",1,467.2101,17.900773,1942,0,0.07,6700,1.524,1.334,NA,0.449121275316541,57.2187335785567,0,0.462970983109571
"WASP-96 b","WASP-96","Transit",1,152.55,13.45,1285,0,0.14,5540,1.05,1.06,NA,0.345710142183124,37.71924459264,0,0.295595241128067
"WASP-98 b","WASP-98","Transit",1,293.03926,12.823096,1171,NA,-0.49,5473,0.741,0.809,NA,0.766326580980774,53.5407536781395,0,0.266552874939495
"WD 1856+534 b","WD 1856+534","Transit",1,4386.054,10.4,163,0,NA,4710,0.0131,0.518,0.181,21.5001117966261,230.005563009647,0,0.00975721600896743
"WISEP J121756.91+162640.2 A b","WISEP J121756.91+162640.2 A","Imaging",1,6992,10.468,450,NA,NA,575,0.091,0.029,NA,33.6106599118148,289.458878757247,0,0.0828726466766871
"WTS-1 b","WTS-1","Transit",1,1274.44,16.7,1500,0.1,-0.5,6250,1.15,1.2,NA,1.50881760305986,97.8406848747824,0,0.35036812472932
"WTS-2 b","WTS-2","Transit",1,355.9696,15.277867,2000,0,0.2,5000,0.752,0.82,NA,0.550416567097757,54.0621253863394,0,0.477746923802002
"Wendelstein-1 b","Wendelstein-1","Transit",1,188.15536,11.5609626,2198,0.012,NA,4251,0.61,0.65,NA,0.671430967400272,45.1834430593288,0,0.528188928234785
"Wendelstein-2 b","Wendelstein-2","Transit",1,232.33373,12.9934728,2470,0.057,NA,4591,0.66,0.73,NA,0.583987164389677,47.3599826140367,0,0.597482994930324
"Wolf 327 b","Wolf 327","Transit",1,2.53,1.24,996,0,-0.17,3542,0.406,0.405,233.9,7.31681757913464,15.9980643990493,0,0.221970295264056
"Wolf 503 b","Wolf 503","Transit",1,6.27,2.043,789,0.409,-0.47,4716,0.689,0.688,64.7,4.05442436132196,19.6208406088213,0,0.169235472447966
"XO-5 b","XO-5","Transit",1,378.2,12.78,1230,0,0.05,5430,1.13,1.04,NA,0.999069555110334,60.9274999519202,0,0.281583573230072
"XO-6 b","XO-6","Transit",1,1398.452,23.20263,1577,0,-0.07,6720,1.93,1.47,NA,0.617309104501249,86.9507230031195,0,0.369984459786513
"XO-7 b","XO-7","Transit",1,225.34147,15.389957,1743,0.038,0.432,6250,1.48,1.405,1540,0.340875403982789,42.8568138819607,0,0.412274221078644
"Earth","Sun","Transit",1,365.256,1,255,0.0167,0,5778,0.0892,0.00315,NA,2014.021584,214.050724455677,1,0.033194915038341
