"pl_name","WRI_weighted","WRI_temp_only","WRI_difference"
"KELT-21 b",0.443381237906302,0.490739561307416,-0.047358323401114
"KELT-23 A b",0.296008553200998,0.365908338216187,-0.069899785015189
"KELT-24 b",0.354605765258353,0.322599546531475,0.032006218726878
"KELT-4 A b",0.336128156070574,0.432654828930273,-0.096526672859699
"KELT-9 b",0.790305993868043,1,-0.209694006131957
"KOI-1257 b",0.131114644482689,0.0984128601635544,0.0327017843191346
"KOI-13 b",0.606398973261145,0.617863602781953,-0.011464629520808
"KOI-134 b",0.140567573737502,0.136116984689068,0.00445058904843401
"KOI-1831 d",0.0503374135310395,0.0892415866303212,-0.0389041730992817
"KOI-1833 d",0.0848420177008626,0.124398135174382,-0.0395561174735194
"KOI-3503 b",0.131321928190481,0.168216442055384,-0.036894513864903
"KOI-3503 c",0.115288362918289,0.142995439838993,-0.027707076920704
"KOI-3680 b",0.11243084341396,0.0566326140677145,0.0557982293462455
"KOI-4777.01",1,0.268845693322803,0.731154306677197
"KOI-94 b",0.254831155742222,0.346801518355285,-0.091970362613063
"KOI-94 c",0.156475342072005,0.226046416834382,-0.069571074762377
"KOI-94 d",0.134765382478107,0.173566351616437,-0.03880096913833
"KOI-94 e",0.0824950181164788,0.117010164828166,-0.0345151467116872
"KPS-1 b",0.291426494787139,0.33992306320536,-0.048496568418221
"Kepler-10 b",0.370517883462461,0.525641352253331,-0.15512346879087
"Kepler-10 c",0.0804611293175969,0.115736376837439,-0.0352752475198421
"Kepler-101 b",0.265476564689552,0.35367997350521,-0.088203408815658
"Kepler-101 c",0.230425748742495,0.328204213690673,-0.097778464948178
"Kepler-102 b",0.131954566212439,0.186558989121851,-0.054604422909412
"Kepler-102 c",0.118015831014926,0.166178381270221,-0.048162550255295
"Kepler-102 d",0.0930278390948299,0.142995439838993,-0.0499676007441631
"Kepler-102 e",0.0718221813375922,0.118538710417038,-0.0467165290794458
"Kepler-102 f",0.070462756398305,0.0943367385932285,-0.0238739821949235
"Kepler-103 b",0.146011438135824,0.216110870506713,-0.070099432370889
"Kepler-103 c",0.0593801434850782,0.0787965251063613,-0.0194163816212831
"Kepler-107 b",0.260658807174271,0.373805823758694,-0.113147016584423
"Kepler-107 c",0.235343592869594,0.319287697755586,-0.083944104885992
"Kepler-107 d",0.212413634625766,0.267062390135786,-0.05464875551002
"Kepler-107 e",0.150546687220642,0.211525233740096,-0.060978546519454
"Kepler-109 b",0.198648409350685,0.293302422744758,-0.094654013394073
"Kepler-109 c",0.126116360586596,0.187068504318141,-0.060952143731545
"Kepler-111 c",0.0871669388369856,0.0579573535780705,0.0292095852589151
"Kepler-117 b",0.151498098456245,0.218913204086312,-0.067415105630067
"Kepler-117 c",0.170950853664293,0.14758107660561,0.023369777058683
"Kepler-12 b",0.254307301366281,0.345272972766413,-0.090965671400132
"Kepler-138 b",0.0294768651131568,0.0833821618729778,-0.053905296759821
"Kepler-138 c",0.0350063118393216,0.0726823427508725,-0.0376760309115509
"Kepler-138 d",0.0220431265628402,0.0561230988714238,-0.0340799723085836
"Kepler-1514 b",0.180796685992914,0.0670521998318599,0.113744486161054
"Kepler-1654 b",0.0387388062643178,0.0207117927292181,0.0180270135350997
"Kepler-1655 b",0.138060477093309,0.207194354571625,-0.069133877478316
"Kepler-1661 b",0.0159589334850609,0.0301378238605966,-0.0141788903755357
"Kepler-167 e",0.0465168781404956,0.00247114870201,0.0440457294384856
"Kepler-17 b",0.338160775131899,0.368201156599496,-0.030040381467597
"Kepler-1704 b",0.139776084886061,0.0328892059205665,0.106886878965494
"Kepler-1876 b",0.209926718499962,0.299161847502102,-0.08923512900214
"Kepler-19 b",0.123328843843715,0.185030443532978,-0.061701599689263
"Kepler-20 b",0.196757075491778,0.270628996509821,-0.073871921018043
"Kepler-20 c",0.123222862784077,0.179171018775635,-0.055948155991558
"Kepler-20 d",0.0537055783177394,0.0777774947137798,-0.0240719163960404
"Kepler-20 e",0.142470875469003,0.224008356049219,-0.081537480580216
"Kepler-20 f",0.0860541379807782,0.141721651848266,-0.0556675138674878
"Kepler-21 b",0.348269469983105,0.481568287774183,-0.133298817791078
"Kepler-22 b",0.0230567782878661,0.0393090973938298,-0.0162523191059637
"Kepler-323 b",0.308458338009703,0.436476192902453,-0.12801785489275
"Kepler-323 c",0.2385620425883,0.33278985045729,-0.09422780786899
"Kepler-37 b",0.119799859612076,0.151147682979645,-0.031347823367569
"Kepler-37 c",0.0763732664121983,0.124907650370672,-0.0485343839584737
"Kepler-37 d",0.0477570313314715,0.09535576898581,-0.0475987376543385
"Kepler-38 b",0.106846020362755,0.0892415866303212,0.0176044337324338
"Kepler-39 b",0.418456190293901,0.196749293047665,0.221706897246236
"Kepler-4 b",0.28387611522545,0.388581764451125,-0.104705649225675
