pl_name,hostname,discoverymethod,default_flag,pl_eqt,pl_insol,pl_eqt_est,pl_orbeccen,st_met,st_teff,st_rad,st_mass
TOI-880.02,TOI-880,Transit,1,1085.0,,1085.0,,0.23,5050.0,0.83,0.87
TOI-892 b,TOI-892,Transit,1,1397.0,,1397.0,0.125,0.24,6261.0,1.39,1.28
TOI-904 b,TOI-904,Transit,1,429.43,,429.43,,0.022,3770.2,0.527,0.557
TOI-904 c,TOI-904,Transit,1,217.26,,217.26,,0.022,3770.2,0.527,0.557
TOI-905 b,TOI-905,Transit,1,1192.0,337.0,1192.0,0.024,0.14,5570.0,0.918,0.968
TOI-907.01,TOI-907,Transit,1,1846.6,1729.6714,1846.6,,,6272.0,2.059789,1.069357
TOI-908 b,TOI-908,Transit,1,1317.0,80.884,1317.0,0.132,0.08,5626.0,1.028,0.95
TOI-913 b,TOI-913,Transit,1,712.01,,712.01,,-0.133,4969.0,0.7325,0.82
TOI-954 b,TOI-954,Transit,1,1526.0,1393.0,1526.0,0.14,0.215,5710.0,1.892,1.201
TOI-969 b,TOI-969,Transit,1,941.0,188.0,941.0,,0.175,4435.0,0.671,0.734
TOI-969 c,TOI-969,Radial Velocity,1,96.4,0.0208,96.4,0.628,0.175,4435.0,0.671,0.734
TRAPPIST-1 b,TRAPPIST-1,Transit,1,,4.153,397.5719009099893,,,2566.0,0.1192,0.0898
TRAPPIST-1 c,TRAPPIST-1,Transit,1,,2.214,339.7188174459587,,,2566.0,0.1192,0.0898
TRAPPIST-1 d,TRAPPIST-1,Transit,1,,1.115,286.18305559358976,,,2566.0,0.1192,0.0898
TRAPPIST-1 e,TRAPPIST-1,Transit,1,,0.646,249.67975471571964,,,2566.0,0.1192,0.0898
TRAPPIST-1 f,TRAPPIST-1,Transit,1,,0.373,217.64686075536287,,,2566.0,0.1192,0.0898
TRAPPIST-1 g,TRAPPIST-1,Transit,1,,0.252,197.32192094601544,,,2566.0,0.1192,0.0898
TRAPPIST-1 h,TRAPPIST-1,Transit,1,,0.144,171.559915055025,,,2566.0,0.1192,0.0898
TYC 3667-1280-1 b,TYC 3667-1280-1,Radial Velocity,1,1350.0,,1350.0,0.036,-0.08,5130.0,6.26,1.87
TYC 8998-760-1 c,TYC 8998-760-1,Imaging,1,1240.0,,1240.0,,,,,1.0
Teegarden's Star b,Teegarden's Star,Radial Velocity,1,277.0,1.08,277.0,0.03,-0.11,3034.0,0.12,0.097
Teegarden's Star c,Teegarden's Star,Radial Velocity,1,209.0,0.35,209.0,0.04,-0.11,3034.0,0.12,0.097
Teegarden's Star d,Teegarden's Star,Radial Velocity,1,159.0,0.12,159.0,0.07,-0.11,3034.0,0.12,0.097
TrES-5 b,TrES-5,Transit,1,1480.0,,1480.0,,0.2,5171.0,0.868,0.901
USco1556 b,USco1556 A,Imaging,1,2240.0,,2240.0,,,3410.0,,0.33
USco1621 b,USco1621 A,Imaging,1,2270.0,,2270.0,,,3460.0,,0.36
V1298 Tau b,V1298 Tau,Transit,1,677.0,35.0,677.0,0.29,,,1.345,1.101
V1298 Tau c,V1298 Tau,Transit,1,968.0,146.0,968.0,0.43,,,1.345,1.101
V1298 Tau d,V1298 Tau,Transit,1,845.0,85.0,845.0,0.21,,,1.345,1.101
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,Imaging,1,1194.0,,1194.0,0.68,,,,
WASP-10 b,WASP-10,Transit,1,1370.0,,1370.0,,0.03,4675.0,0.698,0.75
WASP-102 b,WASP-102,Transit,1,1671.0,1293.0,1671.0,0.0,-0.2,5990.0,1.375,1.08
WASP-103 b,WASP-103,Transit,1,2508.0,,2508.0,,0.06,6110.0,1.436,1.22
WASP-104 b,WASP-104,Transit,1,1516.0,,1516.0,0.0,0.32,5475.0,0.963,1.076
WASP-105 b,WASP-105,Transit,1,900.0,,900.0,0.0,0.28,5070.0,0.9,0.89
WASP-113 b,WASP-113,Transit,1,1496.0,,1496.0,0.0,0.1,5890.0,1.608,1.318
WASP-114 b,WASP-114,Transit,1,2043.0,,2043.0,0.012,0.14,5940.0,1.43,1.289
WASP-116 b,WASP-116,Transit,1,1414.0,663.0,1414.0,0.0,0.0,6250.0,1.426,1.25
WASP-118 b,WASP-118,Transit,1,1729.0,,1729.0,0.0,0.16,6410.0,1.696,1.32
WASP-119 b,WASP-119,Transit,1,1600.0,,1600.0,0.058,0.14,5650.0,1.2,1.02
WASP-120 b,WASP-120,Transit,1,1880.0,,1880.0,0.057,-0.05,6450.0,1.87,1.393
WASP-123 b,WASP-123,Transit,1,1520.0,,1520.0,0.0,0.18,5740.0,1.285,1.166
WASP-124 b,WASP-124,Transit,1,1400.0,,1400.0,0.017,-0.02,6050.0,1.02,1.07
WASP-129 b,WASP-129,Transit,1,1100.0,,1100.0,0.096,0.15,5900.0,0.9,1.0
WASP-130 b,WASP-130,Transit,1,833.0,,833.0,0.0,0.26,5625.0,0.96,1.04
WASP-132 b,WASP-132,Transit,1,682.0,58.5,682.0,0.0163,0.15,4686.0,0.758,0.789
WASP-132 c,WASP-132,Transit,1,1329.0,791.0,1329.0,0.0,0.15,4686.0,0.758,0.789
WASP-132 d,WASP-132,Radial Velocity,1,107.0,0.0363,107.0,0.12,0.15,4686.0,0.758,0.789
WASP-133 b,WASP-133,Transit,1,1790.0,,1790.0,0.17,0.29,5700.0,1.44,1.16
WASP-136 b,WASP-136,Transit,1,1742.0,,1742.0,,-0.18,6260.0,2.21,1.41
WASP-138 b,WASP-138,Transit,1,1590.0,,1590.0,,-0.09,6272.0,1.36,1.22
WASP-139 b,WASP-139,Transit,1,910.0,,910.0,0.0,0.2,5310.0,0.8,0.92
WASP-140 b,WASP-140,Transit,1,1320.0,,1320.0,0.047,0.12,5260.0,0.87,0.9
WASP-141 b,WASP-141,Transit,1,1540.0,,1540.0,0.0,0.29,5900.0,1.37,1.25
WASP-142 b,WASP-142,Transit,1,2000.0,,2000.0,0.0,0.26,6010.0,1.64,1.33
WASP-144 b,WASP-144,Transit,1,1260.0,,1260.0,0.0,0.18,5200.0,0.81,0.81
WASP-145 A b,WASP-145 A,Transit,1,1200.0,,1200.0,0.0,-0.04,4900.0,0.68,0.76
WASP-147 b,WASP-147,Transit,1,1404.0,,1404.0,0.0,0.092,5702.0,1.429,1.044
WASP-149 b,WASP-149,Transit,1,1855.0,1966.0,1855.0,0.0,0.0,5750.0,1.08,1.05
WASP-150 b,WASP-150,Transit,1,1460.0,,1460.0,0.3775,0.156,6218.0,1.651,1.394
WASP-153 b,WASP-153,Transit,1,1700.0,1400.0,1700.0,0.009,0.34,5914.0,1.73,1.336
WASP-154 b,WASP-154,Transit,1,994.0,162.0,994.0,0.0,0.2,4774.0,0.823,0.8
WASP-155 b,WASP-155,Transit,1,1468.0,771.0,1468.0,0.0,0.0,5660.0,1.24,1.09
WASP-156 b,WASP-156,Transit,1,934.5,,934.5,0.0,0.305,4987.0,0.8268,0.8712
WASP-158 b,WASP-158,Transit,1,1590.0,,1590.0,0.0,0.24,6350.0,1.39,1.38
WASP-159 b,WASP-159,Transit,1,1850.0,,1850.0,0.0,0.22,6120.0,2.11,1.41
WASP-160 B b,WASP-160 B,Transit,1,1119.0,,1119.0,0.0,0.27,5298.0,0.868,0.87
WASP-161 b,WASP-161,Transit,1,1557.0,990.0,1557.0,,0.16,6400.0,1.712,1.39
WASP-162 b,WASP-162,Transit,1,910.0,,910.0,0.434,0.28,5300.0,1.11,0.95
WASP-163 b,WASP-163,Transit,1,1638.0,1200.0,1638.0,,-0.34,5500.0,1.015,0.97
WASP-164 b,WASP-164,Transit,1,1610.0,,1610.0,0.0,-0.01,5806.0,0.932,0.946
WASP-165 b,WASP-165,Transit,1,1624.0,,1624.0,0.0,0.33,5599.0,1.75,1.248
WASP-166 b,WASP-166,Transit,1,1270.0,440.0,1270.0,0.0,0.19,6050.0,1.22,1.19
WASP-167 b,WASP-167,Transit,1,2329.0,,2329.0,,0.1,7000.0,1.79,1.59
WASP-168 b,WASP-168,Transit,1,1340.0,,1340.0,0.0,-0.01,6000.0,1.12,1.08
WASP-169 b,WASP-169,Transit,1,1604.0,,1604.0,0.0,0.06,6110.0,2.011,1.337
WASP-170 b,WASP-170,Transit,1,1422.0,680.0,1422.0,,0.22,5600.0,0.938,0.93
WASP-171 b,WASP-171,Transit,1,1642.0,,1642.0,0.0,0.04,5965.0,1.637,1.171
WASP-172 b,WASP-172,Transit,1,1740.0,,1740.0,0.0,-0.1,6900.0,1.91,1.49
WASP-173 A b,WASP-173 A,Transit,1,1880.0,,1880.0,0.0,0.16,5800.0,1.11,1.05
WASP-174 b,WASP-174,Transit,1,1528.0,901.9,1528.0,0.0,0.06,6399.0,1.347,1.24
WASP-175 b,WASP-175,Transit,1,1571.0,,1571.0,0.0,0.15,6229.0,1.204,1.212
WASP-176 b,WASP-176,Transit,1,1721.0,,1721.0,0.0,0.164,5941.0,1.925,1.345
WASP-177 b,WASP-177,Transit,1,1142.0,,1142.0,,0.25,5017.0,0.885,0.876
WASP-178 b,WASP-178,Transit,1,2470.0,,2470.0,0.0,0.21,9360.0,1.67,2.07
WASP-18 b,WASP-18,Transit,1,2429.0,5805.0,2429.0,0.0051,0.107,6432.0,1.319,1.294
WASP-180 A b,WASP-180 A,Transit,1,1540.0,,1540.0,0.0,0.1,6600.0,1.19,1.3
WASP-181 b,WASP-181,Transit,1,1186.0,,1186.0,,0.09,5839.0,0.965,1.04
WASP-182 b,WASP-182,Transit,1,1479.0,,1479.0,0.0,0.27,5638.0,1.34,1.076
WASP-183 b,WASP-183,Transit,1,1111.0,,1111.0,,-0.31,5313.0,0.871,0.784
WASP-184 b,WASP-184,Transit,1,1480.0,,1480.0,0.0,0.12,6000.0,1.65,1.23
WASP-185 b,WASP-185,Transit,1,1160.0,,1160.0,0.24,-0.02,5900.0,1.5,1.12
WASP-188 b,WASP-188,Transit,1,1666.0,1278.0,1666.0,0.0,0.0,6850.0,1.83,1.5
WASP-189 b,WASP-189,Transit,1,3353.0,,3353.0,0.0,0.29,8000.0,2.36,2.03
WASP-19 b,WASP-19,Transit,1,2113.0,3320.0,2113.0,0.0126,0.04,5616.0,1.006,0.965
WASP-190 b,WASP-190,Transit,1,1500.0,,1500.0,0.0,-0.02,6400.0,1.6,1.35
WASP-192 b,WASP-192,Transit,1,1620.0,,1620.0,0.0,0.14,5910.0,1.32,1.09
WASP-193 b,WASP-193,Transit,1,1254.0,413.0,1254.0,0.056,-0.06,6078.0,1.239,1.059
WASP-194 b,WASP-194,Transit,1,1693.0,1365.0,1693.0,0.0,0.0,6405.0,1.409,1.29
WASP-195 b,WASP-195,Transit,1,1522.0,890.0,1522.0,0.0,0.0,6300.0,1.578,1.3
WASP-197 b,WASP-197,Transit,1,1665.0,1276.0,1665.0,0.0,0.0,6050.0,2.112,1.36
WASP-2 b,WASP-2,Transit,1,1311.0,492.0,1311.0,,0.12,5180.0,0.866,0.895
WASP-20 b,WASP-20,Transit,1,1379.0,,1379.0,0.0,-0.008,5940.0,1.392,1.2
WASP-33 b,WASP-33,Transit,1,2781.7,,2781.7,,,7430.0,1.444,1.495
WASP-36 b,WASP-36,Transit,1,1733.0,,1733.0,,-0.26,5959.0,0.985,1.081
WASP-39 b,WASP-39,Transit,1,1166.0,,1166.0,,0.01,5485.0,0.939,0.913
WASP-41 c,WASP-41,Radial Velocity,1,241.0,,241.0,0.294,0.06,5545.0,0.87,0.93
WASP-42 b,WASP-42,Transit,1,1021.0,,1021.0,,0.29,5315.0,0.892,0.951
WASP-44 b,WASP-44,Transit,1,1337.0,533.0,1337.0,,-0.003,5420.0,0.906,0.935
WASP-45 b,WASP-45,Transit,1,1153.0,294.0,1153.0,,-0.03,5150.0,0.855,0.85
WASP-46 b,WASP-46,Transit,1,1636.0,,1636.0,,-0.3,5600.0,0.858,0.828
WASP-5 b,WASP-5,Transit,1,1706.0,,1706.0,0.038,0.09,5700.0,1.029,0.96
WASP-50 b,WASP-50,Transit,1,1394.84,,1394.84,,,5400.0,0.843,0.892
WASP-52 b,WASP-52,Transit,1,1315.0,,1315.0,0.0,0.03,5000.0,0.79,0.87
WASP-53 b,WASP-53,Transit,1,1053.0,,1053.0,0.03,0.22,4953.0,0.798,0.839
WASP-57 b,WASP-57,Transit,1,1338.0,,1338.0,,-0.25,5600.0,0.927,0.886
WASP-59 b,WASP-59,Transit,1,670.0,,670.0,0.1,-0.15,4650.0,0.613,0.719
WASP-64 b,WASP-64,Transit,1,1689.0,,1689.0,0.0,-0.08,5400.0,1.058,1.004
WASP-65 b,WASP-65,Transit,1,1480.0,,1480.0,0.0,-0.07,5600.0,1.01,0.93
WASP-69 b,WASP-69,Transit,1,971.0,,971.0,0.0,0.35,4792.0,0.801,0.83
WASP-7 b,WASP-7,Transit,1,1487.0,,1487.0,,0.0,6400.0,1.432,1.276
WASP-70 A b,WASP-70 A,Transit,1,1387.0,,1387.0,0.0,-0.006,5763.0,1.215,1.106
WASP-75 b,WASP-75,Transit,1,1710.0,,1710.0,0.0,0.07,6100.0,1.26,1.14
WASP-76 b,WASP-76,Transit,1,2228.0,4104.0,2228.0,0.0,0.366,6329.0,1.756,1.458
WASP-79 b,WASP-79,Transit,1,1716.2,,1716.2,0.0,0.03,6600.0,1.51,1.39
WASP-80 b,WASP-80,Transit,1,825.0,,825.0,0.002,-0.13,4143.0,0.586,0.577
WASP-81 b,WASP-81,Transit,1,1623.0,,1623.0,0.066,-0.36,5870.0,1.283,1.08
WASP-83 b,WASP-83,Transit,1,1120.0,,1120.0,0.0,0.29,5510.0,1.05,1.11
WASP-84 b,WASP-84,Transit,1,732.0,,732.0,,,,0.768,0.853
WASP-84 c,WASP-84,Transit,1,1329.0,,1329.0,,,,0.768,0.853
WASP-89 b,WASP-89,Transit,1,1120.0,,1120.0,0.193,0.15,5130.0,0.88,0.92
WASP-90 b,WASP-90,Transit,1,1840.0,,1840.0,0.0,0.11,6430.0,1.98,1.55
WASP-91 b,WASP-91,Transit,1,1160.0,,1160.0,0.0,0.19,4920.0,0.86,0.84
WASP-92 b,WASP-92,Transit,1,1871.0,,1871.0,0.0,0.0,6280.0,1.341,1.19
WASP-93 b,WASP-93,Transit,1,1942.0,,1942.0,0.0,0.07,6700.0,1.524,1.334
WASP-96 b,WASP-96,Transit,1,1285.0,,1285.0,0.0,0.14,5540.0,1.05,1.06
WASP-98 b,WASP-98,Transit,1,1171.0,,1171.0,,-0.49,5473.0,0.741,0.809
WD 0806-661 b,WD 0806-661,Imaging,1,340.0,,340.0,,,,,0.62
WD 1856+534 b,WD 1856+534,Transit,1,163.0,0.181,163.0,0.0,,4710.0,0.0131,0.518
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,Imaging,1,325.0,,325.0,,,415.0,,0.0131
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,Imaging,1,450.0,,450.0,,,575.0,0.091,0.029
WTS-1 b,WTS-1,Transit,1,1500.0,,1500.0,0.1,-0.5,6250.0,1.15,1.2
WTS-2 b,WTS-2,Transit,1,2000.0,,2000.0,0.0,0.2,5000.0,0.752,0.82
Wendelstein-1 b,Wendelstein-1,Transit,1,2198.0,,2198.0,0.012,,4251.0,0.61,0.65
Wendelstein-2 b,Wendelstein-2,Transit,1,2470.0,,2470.0,0.057,,4591.0,0.66,0.73
Wolf 1061 b,Wolf 1061,Radial Velocity,1,,7.34,458.4048611851489,0.15,-0.09,3342.0,0.307,0.294
Wolf 1061 c,Wolf 1061,Radial Velocity,1,,1.3,297.3795073057248,0.11,-0.09,3342.0,0.307,0.294
Wolf 1061 d,Wolf 1061,Radial Velocity,1,,0.06,137.83611130693745,0.55,-0.09,3342.0,0.307,0.294
Wolf 1069 b,Wolf 1069,Radial Velocity,1,250.1,0.652,250.1,,0.07,3158.0,0.1813,0.167
Wolf 327 b,Wolf 327,Transit,1,996.0,233.9,996.0,0.0,-0.17,3542.0,0.406,0.405
Wolf 503 b,Wolf 503,Transit,1,789.0,64.7,789.0,0.409,-0.47,4716.0,0.689,0.688
XO-5 b,XO-5,Transit,1,1230.0,,1230.0,0.0,0.05,5430.0,1.13,1.04
XO-6 b,XO-6,Transit,1,1577.0,,1577.0,0.0,-0.07,6720.0,1.93,1.47
XO-7 b,XO-7,Transit,1,1743.0,1540.0,1743.0,0.038,0.432,6250.0,1.48,1.405
YZ Cet b,YZ Cet,Radial Velocity,1,471.2,8.21,471.2,0.06,-0.18,3151.0,0.157,0.142
YZ Cet c,YZ Cet,Radial Velocity,1,410.3,4.72,410.3,0.0,-0.18,3151.0,0.157,0.142
YZ Cet d,YZ Cet,Radial Velocity,1,356.7,2.7,356.7,0.07,-0.18,3151.0,0.157,0.142
eps Ind A b,eps Ind A,Radial Velocity,1,275.0,,275.0,0.4,0.22,4760.0,0.679,0.76
kap And b,kap And,Imaging,1,1900.0,,1900.0,,-0.36,10900.0,,2.6
Earth,Sun,Known Planet,1,255,1.0,255,0.0167,0.0,5778,1.0,1.0
