pl_name,hostname,discoverymethod,default_flag,pl_eqt,pl_insol,pl_eqt_est,pl_orbeccen,st_met,st_teff,st_rad,st_mass
K2-254 c,K2-254,Transit,1,551.0,,551.0,,-0.14,4629.0,0.67,0.71
K2-255 b,K2-255,Transit,1,1034.0,,1034.0,,-0.14,4676.0,0.69,0.71
K2-257 b,K2-257,Transit,1,789.0,,789.0,,-0.03,3725.0,0.5,0.52
K2-258 b,K2-258,Transit,1,831.0,,831.0,,0.01,6351.0,1.31,1.21
K2-259 b,K2-259,Transit,1,795.0,,795.0,,0.16,6059.0,1.13,1.14
K2-26 b,K2-26,Transit,1,430.0,5.8,430.0,,-0.13,3785.0,0.52,0.56
K2-260 b,K2-260,Transit,1,2090.0,,2090.0,0.053,0.334,6860.0,1.755,1.637
K2-261 b,K2-261,Transit,1,1036.0,,1036.0,0.274,0.372,5490.0,1.663,1.107
K2-263 b,K2-263,Transit,1,470.0,8.17,470.0,0.15,-0.08,5368.0,0.85,0.88
K2-264 b,K2-264,Transit,1,496.0,,496.0,,-0.013,3660.0,0.473,0.496
K2-264 c,K2-264,Transit,1,331.0,,331.0,,-0.013,3660.0,0.473,0.496
K2-265 b,K2-265,Transit,1,1366.0,,1366.0,0.16,0.033,5420.0,0.92,0.901
K2-266 b,K2-266,Transit,1,1515.0,879.5,1515.0,,-0.12,4285.0,0.703,0.686
K2-266 c,K2-266,Transit,1,664.5,32.4,664.5,0.042,-0.12,4285.0,0.703,0.686
K2-266 d,K2-266,Transit,1,538.3,13.95,538.3,0.047,-0.12,4285.0,0.703,0.686
K2-266 e,K2-266,Transit,1,490.1,9.581,490.1,0.043,-0.12,4285.0,0.703,0.686
K2-268 b,K2-268,Transit,1,1136.0,,1136.0,,0.03,5106.0,0.78,0.84
K2-268 c,K2-268,Transit,1,696.0,,696.0,,0.03,5106.0,0.78,0.84
K2-268 d,K2-268,Transit,1,888.0,,888.0,,0.03,5106.0,0.78,0.84
K2-268 e,K2-268,Transit,1,801.0,,801.0,,0.03,5106.0,0.78,0.84
K2-268 f,K2-268,Transit,1,492.0,,492.0,,0.03,5106.0,0.78,0.84
K2-269 b,K2-269,Transit,1,1429.0,,1429.0,,-0.08,6209.0,1.45,1.16
K2-27 b,K2-27,Transit,1,902.0,116.0,902.0,0.251,0.13,5248.0,0.885,0.866
K2-270 b,K2-270,Transit,1,1203.0,,1203.0,,0.26,4877.0,0.77,0.85
K2-270 c,K2-270,Transit,1,848.0,,848.0,,0.26,4877.0,0.77,0.85
K2-271 b,K2-271,Transit,1,893.0,,893.0,,-0.3,5644.0,0.99,0.83
K2-272 b,K2-272,Transit,1,747.0,,747.0,,-0.09,5397.0,0.83,0.86
K2-273 b,K2-273,Transit,1,849.0,,849.0,,0.2,5161.0,0.85,0.89
K2-274 b,K2-274,Transit,1,655.0,,655.0,,-0.16,5044.0,0.7,0.79
K2-275 b,K2-275,Transit,1,1166.0,,1166.0,,-0.06,4841.0,0.69,0.77
K2-275 c,K2-275,Transit,1,653.0,,653.0,,-0.06,4841.0,0.69,0.77
K2-276 b,K2-276,Transit,1,583.0,,583.0,,0.07,5139.0,0.85,0.82
K2-277 b,K2-277,Transit,1,1049.0,,1049.0,0.52,0.078,5680.0,0.973,0.974
K2-278 b,K2-278,Transit,1,1711.0,,1711.0,,0.0,6747.0,1.61,1.4
K2-279 b,K2-279,Transit,1,879.0,,879.0,,-0.37,5558.0,0.86,0.79
K2-28 b,K2-28,Transit,1,568.0,,568.0,0.0,0.26,3214.0,0.288,0.257
K2-280 b,K2-280,Transit,1,787.0,,787.0,0.35,0.33,5500.0,1.28,1.03
K2-281 b,K2-281,Transit,1,665.0,,665.0,,0.22,4812.0,0.76,0.82
K2-283 b,K2-283,Transit,1,1186.0,,1186.0,,0.28,5060.0,0.82,0.89
K2-284 b,K2-284,Transit,1,653.0,42.6,653.0,0.078,0.0,4140.0,0.607,0.63
K2-285 b,K2-285,Transit,1,1088.9,234.31,1088.9,0.0,0.0,4975.0,0.787,0.83
K2-285 c,K2-285,Transit,1,741.4,50.35,741.4,0.0,0.0,4975.0,0.787,0.83
K2-285 d,K2-285,Transit,1,619.9,24.61,619.9,0.0,0.0,4975.0,0.787,0.83
K2-285 e,K2-285,Transit,1,500.9,10.5,500.9,0.0,0.0,4975.0,0.787,0.83
K2-286 b,K2-286,Transit,1,347.0,,347.0,,0.0,3926.0,0.62,0.64
K2-287 b,K2-287,Transit,1,804.0,,804.0,0.478,0.2,5695.0,1.07,1.056
K2-288 B b,K2-288 B,Transit,1,226.36,,226.36,,-0.21,3341.0,0.32,0.33
K2-289 b,K2-289,Transit,1,753.0,,753.0,,0.162,5529.0,1.025,0.953
K2-29 b,K2-29,Transit,1,1171.0,,1171.0,0.066,0.16,5358.0,0.86,0.94
K2-290 b,K2-290,Transit,1,1230.0,,1230.0,0.0,-0.06,6302.0,1.511,1.194
K2-290 c,K2-290,Transit,1,676.0,,676.0,0.0,-0.06,6302.0,1.511,1.194
K2-291 b,K2-291,Transit,1,,633.0,1396.9347695110096,0.0,0.08,5520.0,0.899,0.934
K2-292 b,K2-292,Transit,1,795.0,67.0,795.0,0.04,0.07,5725.0,1.09,1.0
K2-293 b,K2-293,Transit,1,750.0,,750.0,,0.218,5532.0,0.947,0.958
K2-294 b,K2-294,Transit,1,1425.0,,1425.0,,0.194,5612.0,1.2,0.987
K2-295 b,K2-295,Transit,1,852.0,,852.0,0.0,0.14,4444.0,0.7,0.74
K2-3 b,K2-3,Transit,1,501.3,10.5,501.3,0.107,-0.157,3844.0,0.546,0.549
K2-3 c,K2-3,Transit,1,371.8,3.17,371.8,0.048,-0.157,3844.0,0.546,0.549
K2-3 d,K2-3,Transit,1,305.2,1.44,305.2,0.091,-0.157,3844.0,0.546,0.549
K2-30 b,K2-30,Transit,1,1092.0,,1092.0,0.0,-0.15,5425.0,0.844,0.9
K2-315 b,K2-315,Transit,1,460.0,7.45,460.0,,-0.24,3300.0,0.196,0.174
K2-316 b,K2-316,Transit,1,841.0,,841.0,,,3436.0,0.379,0.408
K2-316 c,K2-316,Transit,1,423.0,,423.0,,,3436.0,0.379,0.408
K2-317 b,K2-317,Transit,1,432.0,,432.0,,,3387.0,0.379,0.403
K2-318 b,K2-318,Transit,1,456.0,,456.0,,,3851.0,0.552,0.561
K2-319 b,K2-319,Transit,1,641.0,,641.0,,,5440.0,0.898,0.954
K2-32 b,K2-32,Transit,1,837.0,,837.0,0.03,-0.06,5271.0,0.86,0.83
K2-32 c,K2-32,Transit,1,634.0,,634.0,0.049,-0.06,5271.0,0.86,0.83
K2-32 d,K2-32,Transit,1,550.0,,550.0,0.05,-0.06,5271.0,0.86,0.83
K2-32 e,K2-32,Transit,1,1066.0,,1066.0,0.043,-0.06,5271.0,0.86,0.83
K2-320 b,K2-320,Transit,1,698.0,,698.0,,,3157.0,0.3,0.117
K2-321 b,K2-321,Transit,1,830.0,,830.0,0.44,0.148,3750.0,0.595,0.578
K2-322 b,K2-322,Transit,1,635.0,,635.0,,,4141.0,0.602,0.63
K2-323 b,K2-323,Transit,1,318.0,,318.0,,,3710.0,0.549,0.478
K2-324 b,K2-324,Transit,1,707.0,,707.0,,,3752.0,0.505,0.517
K2-325 b,K2-325,Transit,1,423.0,,423.0,,,3287.0,0.298,0.274
K2-326 b,K2-326,Transit,1,1114.0,,1114.0,,,3924.0,0.688,0.507
K2-329 b,K2-329,Transit,1,650.0,45.7,650.0,0.0697,0.098,5282.0,0.822,0.901
K2-330 b,K2-330,Transit,1,969.0,,969.0,,-0.03,6232.0,1.5,1.23
K2-331 b,K2-331,Transit,1,909.0,,909.0,,0.08,5994.0,1.06,1.1
K2-331 c,K2-331,Transit,1,673.0,,673.0,,0.08,5994.0,1.06,1.1
K2-332 b,K2-332,Transit,1,266.0,,266.0,,0.09,3315.0,0.28,0.27
K2-333 b,K2-333,Transit,1,826.0,,826.0,,0.07,5880.0,1.22,1.06
K2-334 b,K2-334,Transit,1,1380.0,,1380.0,,0.17,6502.0,1.49,1.36
K2-335 b,K2-335,Transit,1,949.0,,949.0,,0.1,6222.0,1.33,1.23
K2-336 b,K2-336,Transit,1,569.0,,569.0,,-0.17,5424.0,0.8,0.86
K2-337 b,K2-337,Transit,1,850.0,,850.0,,-0.27,5869.0,1.32,0.94
K2-338 b,K2-338,Transit,1,783.0,,783.0,,-0.23,4558.0,0.63,0.66
K2-339 b,K2-339,Transit,1,508.0,,508.0,,-0.11,4857.0,0.72,0.74
K2-34 b,K2-34,Transit,1,1687.0,,1687.0,,0.01,6168.0,1.42,1.16
K2-340 b,K2-340,Transit,1,606.0,,606.0,,0.08,5532.0,1.13,0.93
K2-341 b,K2-341,Transit,1,598.0,,598.0,,-0.05,5817.0,1.16,0.98
K2-342 b,K2-342,Transit,1,861.0,,861.0,,-0.06,5920.0,1.09,1.01
K2-343 b,K2-343,Transit,1,653.0,,653.0,,-0.1,3804.0,0.46,0.49
K2-343 c,K2-343,Transit,1,465.0,,465.0,,-0.1,3804.0,0.46,0.49
K2-344 b,K2-344,Transit,1,722.0,,722.0,,-0.95,4374.0,0.49,0.51
K2-345 b,K2-345,Transit,1,437.0,,437.0,,0.26,3779.0,0.52,0.56
K2-346 b,K2-346,Transit,1,450.0,,450.0,,-0.18,4801.0,0.7,0.71
K2-347 b,K2-347,Transit,1,640.0,,640.0,,-0.26,4599.0,0.63,0.66
K2-348 b,K2-348,Transit,1,908.0,,908.0,,0.13,5077.0,0.85,0.83
K2-348 c,K2-348,Transit,1,655.0,,655.0,,0.13,5077.0,0.85,0.83
K2-349 b,K2-349,Transit,1,518.0,,518.0,,-0.66,4385.0,0.49,0.54
K2-35 b,K2-35,Transit,1,,211.0,1061.4408884019474,0.13,,4402.71,0.619575,0.701968
K2-35 c,K2-35,Transit,1,,68.0,799.7466465207133,0.12,,4402.71,0.619575,0.701968
K2-350 b,K2-350,Transit,1,1158.0,,1158.0,,-0.02,5789.0,1.04,0.98
K2-350 c,K2-350,Transit,1,687.0,,687.0,,-0.02,5789.0,1.04,0.98
K2-351 b,K2-351,Transit,1,934.0,,934.0,,0.08,5769.0,1.05,1.02
K2-352 b,K2-352,Transit,1,1160.0,,1160.0,,-0.05,5791.0,0.95,0.98
K2-352 c,K2-352,Transit,1,885.0,,885.0,,-0.05,5791.0,0.95,0.98
K2-352 d,K2-352,Transit,1,727.0,,727.0,,-0.05,5791.0,0.95,0.98
K2-353 b,K2-353,Transit,1,735.0,,735.0,,-0.21,5698.0,0.99,0.87
K2-354 b,K2-354,Transit,1,543.0,,543.0,,-0.04,3669.0,0.41,0.43
K2-355 b,K2-355,Transit,1,1066.0,,1066.0,,-0.12,5790.0,0.92,0.96
K2-356 b,K2-356,Transit,1,624.0,,624.0,,-0.11,5568.0,0.86,0.9
K2-357 b,K2-357,Transit,1,735.0,,735.0,,-0.02,5794.0,1.0,0.98
K2-358 b,K2-358,Transit,1,888.0,,888.0,,-0.07,5650.0,0.91,0.93
K2-36 b,K2-36,Transit,1,1328.0,519.0,1328.0,0.093,,4916.0,0.718,0.79
K2-36 c,K2-36,Transit,1,854.0,89.0,854.0,0.089,,4916.0,0.718,0.79
K2-360 c,EPIC 201595106,Radial Velocity,1,912.0,115.0,912.0,0.11,0.01,5679.0,0.98,0.958
K2-37 b,K2-37,Transit,1,974.0,213.3,974.0,,-0.03,5413.0,0.85,0.9
K2-37 c,K2-37,Transit,1,861.0,130.3,861.0,,-0.03,5413.0,0.85,0.9
K2-37 d,K2-37,Transit,1,663.0,45.7,663.0,,-0.03,5413.0,0.85,0.9
K2-38 b,K2-38,Transit,1,1310.0,490.0,1310.0,0.11,0.235,5705.0,1.141,1.054
K2-38 c,K2-38,Transit,1,949.0,135.3,949.0,0.086,0.235,5705.0,1.141,1.054
K2-4 b,K2-4,Transit,1,,15.6,553.4856289921917,0.08,,4014.73,0.569359,0.635026
K2-411 b,K2-411,Transit,1,,619.038,1389.1672201732847,,0.1415,5711.0,1.375,1.018
K2-412 b,K2-412,Transit,1,,243.518,1100.1653600512814,,0.014,5590.0,0.977,0.893
K2-413 b,K2-413,Transit,1,,921.755,1534.5430444005838,,-0.205,4116.0,0.7,0.808
K2-413 c,K2-413,Transit,1,,69.529,804.2048636842438,,-0.205,4116.0,0.7,0.808
K2-414 b,K2-414,Transit,1,,72.113,811.5748689581837,,-0.102,4343.0,0.732,0.814
K2-414 c,K2-414,Transit,1,,56.13,762.2965602141122,,-0.102,4343.0,0.732,0.814
K2-415 b,K2-415,Transit,1,412.4,4.82,412.4,,-0.13,3173.0,0.1965,0.1635
K2-416 b,K2-416,Transit,1,447.0,,447.0,,,3746.0,0.554,0.548
K2-417 b,K2-417,Transit,1,558.0,,558.0,,,3861.0,0.5776,0.569
K2-419 A b,K2-419 A,Transit,1,377.0,3.3,377.0,0.042,-0.11,3711.0,0.541,0.562
K2-42 b,K2-42,Transit,1,,44.1,717.6866154106048,,,4613.0,0.643,0.702
K2-43 b,K2-43,Transit,1,939.3,,939.3,,,3840.6,0.542,0.571
K2-43 c,K2-43,Transit,1,1093.7,,1093.7,,,3840.6,0.542,0.571
K2-45 b,K2-45,Transit,1,,100.0,880.6943283568937,,,4103.0,0.445,0.503
K2-46 b,K2-46,Transit,1,,119.0,919.839255638399,,,6256.0,1.29,0.96
K2-47 b,K2-47,Transit,1,,10.7,503.69906411755494,,,5054.0,0.76,0.75
K2-48 b,K2-48,Transit,1,,15.3,550.8052324113828,,,4899.0,0.73,0.77
K2-49 b,K2-49,Transit,1,,59.0,771.8594086895761,,,4175.0,0.45,0.51
K2-5 b,K2-5,Transit,1,565.0,24.1,565.0,,-0.33,3930.0,0.57,0.61
K2-5 c,K2-5,Transit,1,456.0,10.2,456.0,,-0.33,3930.0,0.57,0.61
K2-50 b,K2-50,Transit,1,,18.8,579.9154266724679,,,4326.0,0.546,0.611
K2-52 b,K2-52,Transit,1,2004.0,,2004.0,,0.055,7147.0,2.192,1.691
K2-53 b,K2-53,Transit,1,665.0,,665.0,,-0.037,5263.0,0.807,0.851
K2-54 b,K2-54,Transit,1,560.0,,560.0,0.24,-0.02,3990.0,0.643,0.615
K2-55 b,K2-55,Transit,1,,115.0,912.0101245182417,,,4456.0,0.63,0.696
K2-57 b,K2-57,Transit,1,635.8,,635.8,0.25,0.08,4413.0,0.671,0.699
K2-58 b,K2-58,Transit,1,,118.0,917.9007005954369,,,5413.0,0.86,0.89
K2-58 c,K2-58,Transit,1,,462.0,1291.1767387535722,,,5413.0,0.86,0.89
K2-58 d,K2-58,Transit,1,,24.6,620.2388650804371,,,5413.0,0.86,0.89
K2-59 b,K2-59,Transit,1,,17.1,566.3360756622723,,,5055.0,0.731,0.774
K2-59 c,K2-59,Transit,1,,38.3,692.8271417792929,,,5055.0,0.731,0.774
K2-6 b,K2-6,Transit,1,615.0,,615.0,,-0.14,5850.0,0.96,0.97
K2-60 b,K2-60,Transit,1,1400.0,,1400.0,0.0,0.01,5500.0,1.12,0.97
K2-61 b,K2-61,Transit,1,,1686.0,1784.5946721591383,,,6293.0,1.36,1.21
K2-62 b,K2-62,Transit,1,,66.0,793.8001623519458,,,4880.0,0.73,0.77
K2-62 c,K2-62,Transit,1,,20.5,592.6027530861205,,,4880.0,0.73,0.77
K2-63 b,K2-63,Transit,1,,188.0,1031.2516628155863,,,6771.0,1.63,1.4
K2-63 c,K2-63,Transit,1,,139.0,956.2664070089869,,,6771.0,1.63,1.4
K2-64 b,K2-64,Transit,1,,98.0,876.2574399953521,,,5312.0,0.726,0.741
K2-65 b,K2-65,Transit,1,,45.0,721.3205878550114,,,5213.0,0.84,0.87
K2-66 b,K2-66,Transit,1,1372.0,840.0,1372.0,0.0,-0.047,5887.0,1.67,1.11
K2-68 b,K2-68,Transit,1,,41.0,704.7274103402152,,,4746.0,0.675,0.73
K2-69 b,K2-69,Transit,1,,17.9,572.8467549510707,,,4127.0,0.491,0.551
K2-7 b,K2-7,Transit,1,786.0,,786.0,0.24,0.049,5700.0,1.533,1.056
K2-70 b,K2-70,Transit,1,,62.0,781.4894543281263,,,5622.0,0.93,0.94
K2-71 b,K2-71,Transit,1,,13.4,532.8456186266985,,,4006.0,0.426,0.477
K2-72 b,K2-72,Transit,1,,8.5,475.5322011209992,0.11,,3360.47,0.330989,0.271365
K2-72 c,K2-72,Transit,1,,2.2,339.18049504820755,0.11,,3360.47,0.330989,0.271365
K2-72 d,K2-72,Transit,1,,5.4,424.54491108318064,0.11,,3360.47,0.330989,0.271365
K2-72 e,K2-72,Transit,1,,1.2,291.4878863207014,0.11,,3360.47,0.330989,0.271365
K2-73 b,K2-73,Transit,1,,213.0,1063.9472597774177,,,5922.0,1.06,1.05
K2-74 b,K2-74,Transit,1,,59.1,772.1862600898146,,,6060.0,0.98,0.96
K2-75 b,K2-75,Transit,1,,430.0,1268.2133291986577,,,5995.0,1.56,1.16
K2-75 c,K2-75,Transit,1,,138.0,954.5418438021613,,,5995.0,1.56,1.16
K2-77 b,K2-77,Transit,1,806.0,,806.0,0.29,0.13,5160.0,0.792,0.847
K2-79 b,K2-79,Transit,1,1022.0,181.0,1022.0,0.23,0.035,5897.0,1.265,1.066
K2-8 b,K2-8,Transit,1,631.0,37.7,631.0,,-0.02,4870.0,0.74,0.78
K2-8 c,K2-8,Transit,1,801.0,97.8,801.0,,-0.02,4870.0,0.74,0.78
K2-80 b,K2-80,Transit,1,,32.5,664.9607934509959,,,5441.0,0.87,0.9
K2-80 c,K2-80,Transit,1,,166.0,999.6597853604675,,,5441.0,0.87,0.9
K2-81 b,K2-81,Transit,1,,62.9,784.3101960253452,0.06,,4674.13,0.634663,0.745273
K2-83 b,K2-83,Transit,1,,41.5,706.8662131078751,,,3910.0,0.424,0.484
K2-83 c,K2-83,Transit,1,,7.42,459.64884782087347,,,3910.0,0.424,0.484
K2-84 b,K2-84,Transit,1,,178.0,1017.2558594364463,,,5652.0,0.93,0.95
K2-84 c,K2-84,Transit,1,,25.3,624.604817840531,,,5652.0,0.93,0.95
K2-86 b,K2-86,Transit,1,,78.0,827.6540607369344,,,5482.0,0.76,0.79
K2-87 b,K2-87,Transit,1,979.0,,979.0,,0.328,5747.0,1.401,1.164
K2-88 b,K2-88,Transit,1,,7.8,465.42408131398133,,,3537.0,0.256,0.258
K2-89 b,K2-89,Transit,1,,78.0,827.6540607369344,,,3691.0,0.318,0.347
K2-9 b,K2-9,Transit,1,314.0,1.36,314.0,,-0.25,3390.0,0.31,0.3
K2-90 b,K2-90,Transit,1,502.0,,502.0,,-0.225,4484.0,0.619,0.629
K2-90 c,K2-90,Transit,1,,80.8,834.983781032555,0.19,,4421.98,0.634754,0.704613
K2-91 b,K2-91,Transit,1,,46.0,725.2949563685506,,,3622.0,0.284,0.292
K2-95 b,K2-95,Transit,1,474.0,,474.0,,0.1,3566.0,0.4,0.41
K2-97 b,K2-97,Transit,1,1566.0,,1566.0,0.207,0.328,4673.0,4.14,1.17
K2-98 b,K2-98,Transit,1,1185.0,,1185.0,0.119,-0.044,6260.0,1.518,1.246
K2-99 b,K2-99,Transit,1,1184.0,,1184.0,0.22,0.2,6069.0,2.55,1.44
K2-99 c,K2-99,Radial Velocity,1,390.0,,390.0,0.21,0.2,6069.0,2.55,1.44
KELT-10 b,KELT-10,Transit,1,1377.0,600.0,1377.0,,0.09,5948.0,1.209,1.112
KELT-11 b,KELT-11,Transit,1,1712.0,,1712.0,0.0,0.17,5375.0,2.69,1.44
KELT-12 b,KELT-12,Transit,1,1800.0,1749.0,1800.0,0.0,0.19,6279.0,2.37,1.591
KELT-14 b,KELT-14,Transit,1,1970.0,,1970.0,0.0,0.32,5720.0,1.52,1.239
KELT-16 b,KELT-16,Transit,1,2453.0,,2453.0,0.0,-0.002,6236.0,1.36,1.211
KELT-17 b,KELT-17,Transit,1,2087.0,,2087.0,,-0.018,7454.0,1.645,1.635
KELT-18 b,KELT-18,Transit,1,2085.0,3152.0,2085.0,0.0,0.09,6670.0,1.908,1.524
KELT-19 A b,KELT-19 A,Transit,1,1935.0,2340.0,1935.0,,-0.12,7500.0,1.83,1.62
KELT-20 b,KELT-20,Transit,1,2262.0,4362.5,2262.0,,-0.29,8720.0,1.565,1.76
KELT-21 b,KELT-21,Transit,1,2051.0,2950.0,2051.0,0.0,-0.405,7598.0,1.638,1.458
KELT-23 A b,KELT-23 A,Transit,1,1561.0,991.183,1561.0,0.0,-0.105,5899.0,0.996,0.944
KELT-24 b,KELT-24,Transit,1,1391.0,624.0,1391.0,0.0319,0.138,6426.0,1.338,1.268
KELT-4 A b,KELT-4 A,Transit,1,1823.0,1840.0,1823.0,0.0,-0.116,6206.0,1.603,1.201
KELT-9 b,KELT-9,Transit,1,4050.0,44900.0,4050.0,0.0,-0.03,10170.0,2.362,2.52
KOBE-1 b,KOBE-1,Radial Velocity,1,594.4,20.56,594.4,0.0,-0.01,4135.0,0.619,0.629
KOBE-1 c,KOBE-1,Radial Velocity,1,392.5,3.91,392.5,0.0,-0.01,4135.0,0.619,0.629
KOI-1257 b,KOI-1257,Transit,1,511.0,,511.0,0.772,0.27,5520.0,1.13,0.99
KOI-13 b,KOI-13,Transit,1,2550.0,,2550.0,0.00064,0.2,7650.0,1.74,1.72
KOI-134 b,KOI-134,Transit,1,659.0,45.0,659.0,0.16,0.427,6160.0,1.667,1.407
KOI-1783.01,KOI-1783,Transit,1,,5.7,430.3223603600748,0.0,0.11,5922.0,1.143,1.076
KOI-1783.02,KOI-1783,Transit,1,,2.49,349.84448843465157,0.0,0.11,5922.0,1.143,1.076
KOI-1831 d,Kepler-324,Transit,1,475.0,,475.0,,,5233.0,0.835,0.901
KOI-1833 d,Kepler-968,Transit,1,613.0,,613.0,,,4413.0,0.667,0.681
KOI-3503 b,KOI-3503,Transit,1,785.0,,785.0,,,6001.0,1.255,0.858
KOI-3503 c,KOI-3503,Transit,1,686.0,,686.0,,,6001.0,1.255,0.858
KOI-3680 b,KOI-3680,Transit,1,347.0,,347.0,0.496,0.16,5830.0,0.96,1.01
KOI-4777.01,KOI-4777,Transit,1,1180.0,320.0,1180.0,0.0,0.1,3515.0,0.4,0.41
KOI-94 b,KOI-94,Transit,1,1486.0,,1486.0,0.25,0.0228,6182.0,1.52,1.277
KOI-94 c,KOI-94,Transit,1,1012.0,,1012.0,0.43,0.0228,6182.0,1.52,1.277
KOI-94 d,KOI-94,Transit,1,806.0,,806.0,0.022,0.0228,6182.0,1.52,1.277
KOI-94 e,KOI-94,Transit,1,584.0,,584.0,0.019,0.0228,6182.0,1.52,1.277
KOI-984 b,KOI-984,Transit,1,1022.0,,1022.0,0.12,0.12,5295.0,0.818,0.928
KOI-984 c,KOI-984,Transit Timing Variations,1,597.0,,597.0,0.38,0.12,5295.0,0.818,0.928
KPS-1 b,KPS-1,Transit,1,1459.0,729.0,1459.0,0.0,0.22,5165.0,0.907,0.892
Kepler-10 b,Kepler-10,Transit,1,2188.0,,2188.0,0.0,-0.15,5708.0,1.065,0.91
Kepler-10 c,Kepler-10,Transit,1,579.0,,579.0,0.136,-0.15,5708.0,1.065,0.91
Kepler-10 d,Kepler-10,Radial Velocity,1,387.0,,387.0,0.19,-0.15,5708.0,1.065,0.91
Kepler-101 b,Kepler-101,Transit,1,1513.0,,1513.0,0.086,0.33,5667.0,1.56,1.17
Kepler-101 c,Kepler-101,Transit,1,1413.0,,1413.0,0.0,0.33,5667.0,1.56,1.17
Kepler-102 b,Kepler-102,Transit,1,857.0,90.0,857.0,0.1,0.11,4909.0,0.724,0.803
Kepler-102 c,Kepler-102,Transit,1,777.0,61.0,777.0,0.094,0.11,4909.0,0.724,0.803
Kepler-102 d,Kepler-102,Transit,1,686.0,36.9,686.0,0.092,0.11,4909.0,0.724,0.803
Kepler-102 e,Kepler-102,Transit,1,590.0,20.3,590.0,0.089,0.11,4909.0,0.724,0.803
Kepler-102 f,Kepler-102,Transit,1,495.0,10.0,495.0,0.1,0.11,4909.0,0.724,0.803
Kepler-103 b,Kepler-103,Transit,1,973.0,149.9,973.0,0.093,0.16,6009.0,1.492,1.212
Kepler-103 c,Kepler-103,Transit,1,434.0,5.95,434.0,0.095,0.16,6009.0,1.492,1.212
Kepler-1052 c,Kepler-1052,Transit,1,302.0,1.96,302.0,0.0,-0.22,5818.0,0.848,0.937
Kepler-107 b,Kepler-107,Transit,1,1592.0,1073.0,1592.0,0.1,0.321,5854.0,1.447,1.238
Kepler-107 c,Kepler-107,Transit,1,1378.0,602.0,1378.0,0.08,0.321,5854.0,1.447,1.238
Kepler-107 d,Kepler-107,Transit,1,1173.0,315.0,1173.0,0.11,0.321,5854.0,1.447,1.238
Kepler-107 e,Kepler-107,Transit,1,955.0,138.7,955.0,0.1,0.321,5854.0,1.447,1.238
Kepler-109 b,Kepler-109,Transit,1,1276.0,442.0,1276.0,0.11,-0.02,5950.0,1.387,1.094
Kepler-109 c,Kepler-109,Transit,1,859.0,91.0,859.0,0.098,-0.02,5950.0,1.387,1.094
Kepler-111 c,Kepler-111,Transit,1,352.2,2.48,352.2,0.176,0.237,5914.0,1.145,1.118
Kepler-1126 c,Kepler-1126,Transit,1,305.0,2.06,305.0,0.0,-0.4,5678.0,0.921,0.794
Kepler-1162 c,Kepler-1162,Transit,1,401.0,6.14,401.0,0.0,0.14,5225.0,0.859,0.861
Kepler-117 b,Kepler-117,Transit,1,984.0,,984.0,0.0493,-0.04,6150.0,1.606,1.129
Kepler-117 c,Kepler-117,Transit,1,704.0,,704.0,0.0323,-0.04,6150.0,1.606,1.129
Kepler-1181 c,Kepler-1181,Transit,1,1124.0,377.25,1124.0,0.0,0.07,6688.0,1.347,1.336
Kepler-12 b,Kepler-12,Transit,1,1480.0,,1480.0,,0.07,5947.0,1.483,1.166
Kepler-130 c,Kepler-130,Transit,1,683.0,,683.0,0.0,0.02,5879.0,1.17,1.0
Kepler-138 b,Kepler-138,Transit,1,452.0,9.9,452.0,0.02,-0.18,3841.0,0.535,0.535
Kepler-138 c,Kepler-138,Transit,1,410.0,6.8,410.0,0.017,-0.18,3841.0,0.535,0.535
Kepler-138 d,Kepler-138,Transit,1,345.0,3.4,345.0,0.01,-0.18,3841.0,0.535,0.535
Kepler-138 e,Kepler-138,Transit Timing Variations,1,292.0,1.73,292.0,0.112,-0.18,3841.0,0.535,0.535
Kepler-1471 c,Kepler-1471,Transit,1,841.0,118.5,841.0,0.0,0.16,5533.0,1.166,0.934
Kepler-1487 c,Kepler-1487,Transit,1,991.0,227.68,991.0,0.0,0.4,5745.0,3.955,1.801
Kepler-1491 c,Kepler-1491,Transit,1,530.0,18.66,530.0,0.0,0.14,5626.0,1.389,0.991
Kepler-1514 b,Kepler-1514,Transit,1,387.9,3.23,387.9,0.401,0.119,6145.0,1.289,1.196
Kepler-1514 c,Kepler-1514,Transit,1,1066.0,193.0,1066.0,0.32,0.119,6145.0,1.289,1.196
Kepler-1518 c,Kepler-1518,Transit,1,1094.0,338.33,1094.0,0.0,-0.34,6432.0,1.345,1.06
Kepler-1610 c,Kepler-1610,Transit,1,433.0,8.34,433.0,0.0,-0.1,5295.0,0.8,0.825
Kepler-164 e,Kepler-164,Transit,1,429.0,7.99,429.0,0.0,-0.1,5888.0,1.097,0.966
Kepler-1649 b,Kepler-1649,Transit,1,307.0,2.208,307.0,,-0.15,3240.0,0.2317,0.1977
Kepler-1649 c,Kepler-1649,Transit,1,234.0,0.75,234.0,,-0.15,3240.0,0.2317,0.1977
Kepler-1652 b,Kepler-1652,Transit,1,268.0,0.81,268.0,,-0.3,3638.0,0.382,0.404
Kepler-1653 b,Kepler-1653,Transit,1,284.0,0.98,284.0,,-0.18,4807.0,0.693,0.719
Kepler-1654 b,Kepler-1654,Transit,1,206.0,0.3,206.0,0.26,-0.088,5597.0,1.179,1.011
